,predicted_score,original_score,sentence1,sentence2
1117,4.055892527103424,1.75,"On Monday, as first reported by CNET News.com, the RIAA withdrew a DMCA notice to Penn State University's astronomy and astrophysics department.","Last Thursday, the RIAA sent a stiff copyright warning to Penn State's department of astronomy and astrophysics."
1118,4.091127514839172,3.25,"The first health-care worker in the country to die of SARS was a Filipina-Canadian who contracted the disease at North York General Hospital, the site of the second outbreak.","Emile Laroza, 51, contracted SARS while working as a nurse at North York General Hospital, the epicentre of the second SARS outbreak."
1119,4.748547375202179,4.4,I'm not going to be sponsoring it because it is not our proposal but I'm not going to be negative about it.,"I'm not going to be sponsoring it because it's not our proposal, but I'm not responding to it in a negative way, he said."
1120,3.7628525495529175,2.8,Dixon was otherwise the class of the field at Pikes Peak International Raceway.,Scott Dixon eventually made winning the Honda Indy 225 look easy Sunday at Pikes Peak International Raceway.
1121,4.068117141723633,2.75,"By Sunday night, the fires had blackened 277,000 acres, hundreds of miles apart.","Major fires had burned 264,000 acres by early last night."
1122,4.464976489543915,3.0,"U.S. forces struck dozens of targets on Monday, killing six guerrillas and arresting 21 others, the military said.","U.S. forces struck dozens of targets on Monday, killing six guerrillas and arresting 99 others during 1,729 patrols and 25 raids conducted over 24 hours."
1123,4.468312114477158,3.6,"They came despite what BA called a ""difficult quarter"", which it said included unofficial industrial action at Heathrow.","BA said the second quarter, which included unofficial industrial action at Heathrow, had been difficult."
1124,4.038887321949005,3.0,The author is one of several defense experts expected to testify.,Spitz is expected to testify later for the defense.
1125,4.00331974029541,2.0,"The two-year note US2YT=RR fell 5/32 in price, taking its yield to 1.23 percent from 1.16 percent late on Monday.","The benchmark 10-year note US10YT=RR lost 11/32 in price, taking its yield to 3.21 percent from 3.17 percent late on Monday."
1126,4.49843630194664,3.0,As part of a restructuring Peregrine sold its Remedy help desk software unit last year to BMC Software Inc.,Peregrine sold its Remedy business unit to BMC Software in November for $355 million.
1127,4.801025837659836,4.4,Part of the accord was the implementation of a special health council that would monitor health spending and progress in reforming the health system.,"A key portion of the accord was the implementation of a special council to monitor health spending, set goals for the system and measure progress in reforming health care."
1128,4.369345009326935,2.4,"Shares in BA were down 1.5 percent at 168 pence by 1420 GMT, off a low of 164p, in a slightly stronger overall London market.","Shares in BA were down three percent at 165-1/4 pence by 0933 GMT, off a low of 164 pence, in a stronger market."
1129,4.602165520191193,4.4,"The companies, Chiron and Aventis Pasteur, together made about 80 million doses of the injected vaccine, which ordinarily would have been enough to meet U.S. demand.","Chiron and Aventis Pasteur together made about 80 million doses, ordinarily enough for U.S. demand, The Associated Press reported."
1130,4.720310270786285,4.4,"Investigators uncovered a 4-inch bone fragment from beneath the concrete slab Thursday, but it turned out to be an animal bone, authorities said.","Investigators uncovered a 4-inch bone fragment Thursday night, but authorities said it was from an animal."
1131,3.6599907279014587,2.6,Joining Stern and McEntee on stage was International Union of Painters and Allied Trades President James Williams.,The International Union of Painters and Allied Trades endorsed Mr Dean several weeks ago.
1132,4.412188231945038,3.0,"The Winston-Salem, North Carolina company opened six stores during the quarter, bringing the total to 282.","Six new Krispy Kreme stores were opened in the first quarter, bringing the total number of stores to 282."
1133,4.621161669492722,4.5,"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","There will be 9.3 million visitors to hot spots in 2003, up from 2.5 million in 2002, Gartner said."
1134,4.456922262907028,3.0,"Families stuck on the highway remained in their cars, and used their cell phones to call home.","Families stuck on the highway were being urged to remain in their cars, and to use their cell phones only in case of emergency."
1135,3.4574641287326813,1.75,"For the entire season, the average five-day forecast track error was 259 miles, Franklin said.","The average track error for the five-day (forecast) is 323 nautical miles.
main-news	MSRpar	2012train	0197	2.000	Orange shares jumped as much as 15 percent.	France Telecom shares dropped 3.6 percent while Orange surged 13 percent.
main-news	MSRpar	2012train	0199	2.400	A search for three missing teenagers uncovered at least two bodies buried beneath freshly poured concrete in the basement of a house, authorities said Wednesday.	Authorities performed an autopsy Thursday on one of three bodies recovered from beneath a layer of freshly poured concrete in the basement of a northwest Indiana home.
main-news	MSRpar	2012train	0201	4.800	Beleaguered telecommunications gear maker Lucent Technologies is being investigated by two federal agencies for possible violations of U.S. bribery laws in its operations in Saudi Arabia.	Two federal agencies are investigating telecommunications gear maker Lucent Technologies for possible violations of U.S. bribery laws in its operations in Saudi Arabia.
main-news	MSRpar	2012train	0209	4.000	He claimed Red Hat and the Free Software Foundation with trying to undermine U.S. copyright and patent law.	In his letter, McBride charges the Free Software Foundation and Red Hat with trying to undermine U.S. copyright laws.
main-news	MSRpar	2012train	0211	4.000	Police then called a bomb squad, but the device exploded, killing Wells, before bomb technicians arrived.	While waiting for a bomb squad to arrive, the bomb exploded, killing Wells.
main-news	MSRpar	2012train	0216	4.400	At 12 months there was still a difference in function, although it was not a significant one.	At 12 months, there was still a difference between the groups, but it was not considered significant.
main-news	MSRpar	2012train	0218	4.200	It just seems like all the issues that we support, he doesn't,"" said Gabriela Lemus of LULAC."
1136,4.7961097955703735,3.6,"City-grown pollution, and ozone in particular, is tougher on country trees, says Cornell University ecologist Jillian Gregg.","I know this sounds counterintuitive, but it's true: City-grown pollution -- and ozone in particular -- is tougher on country trees, U.S. ecologist Jillian Gregg said."
1137,3.7933743000030518,2.5,"The Standard & Poor's 500 Index slipped 4.77, or 0.5 percent, to 929.62.","The broad Standard & Poor's 500 Index .SPX shed 0.17 of a point, or just 0.02 percent, to 934."
1138,3.910604566335678,1.5,"The Dow Jones Industrial Average fell 0.7 per cent to 9,547.43 while the S&P 500 was 0.8 per cent weaker at 1,025.79.","The Dow Jones industrial average <.DJI> fell 44 points, or 0.46 percent, to 9,568."
1139,4.858642965555191,5.0,"We hope all parties will continue to make efforts and continue the process of dialogue, the Chinese Foreign Ministry said in a statement.","China's foreign ministry said: ""We hope all parties will continue to make efforts and continue the process of dialogue."""
1140,4.732524752616882,3.75,School officials said Van-Vliet reported the accident using the bus’ radio.,"Van-Vliet, who was also injured, called in the accident on the school bus radio."
1141,4.070614874362946,1.75,Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday.,"Mr. Mills declined to comment yesterday, saying that he never discussed personnel matters."
1142,4.879686534404755,4.4,"Its former chief Mickey Robinson was fired for cause when he left in September, the company said.","Chief Executive Mickey Robinson was fired for cause in September, the company said last month."
1143,4.447093904018402,3.0,"Police believe Wilson shot Reynolds, then her mother once in the head before fatally turning the gun on herself.",Police believe Wilson then shot Jennie Mae Robinson once in the head before turning the gun on herself.
1144,4.758462309837341,3.8,"According to security sources, London Metropolitan Police Commissioner John Stevens placed his force on its highest state of alert last week following the warning.","The Telegraph can reveal that Sir John Stevens, the Metropolitan Police Commissioner, placed his force on its highest alert last week."
1145,4.25763413310051,3.25,"Bulger's brother is now on the agency's ''10 Most Wanted'' list, sought in connection with 21 murders.","Bulger's brother, a former FBI informant, is now on the law enforcement agency's ""10 Most Wanted"" list."
1146,4.02387797832489,2.75,Florida's Supreme Court has twice refused to hear the case.,"On Tuesday, a Florida appeals court again refused to block removal of the tube."
1147,4.011483788490295,3.4,"The European Union is basically absent, said Tito Barbini, regional minister for agriculture in Tuscany, Italy.","Tito Barbini, a regional minister for agriculture in Tuscany, Italy, criticized the absence Tuesday in Sacramento."
1148,3.6009059846401215,3.2,"It was a little bit embarrassing the way we played in the first two games, Thomas said.","We're in the Stanley Cup finals, and it was a little bit embarrassing the way we played in the first two games.
main-news	MSRpar	2012train	0298	2.000	From Broadway comedies like The Seven Year Itch"" (1952), ""Will Success Spoil Rock Hunter?"""
1149,4.202753901481628,3.0,"Nine seconds later, it broke the sound barrier and continued its steep powered ascent.","Nine seconds later, SpaceShipOne broke the sound barrier, the company said."
1150,4.391239583492279,3.25,The plane was estimated to be within 100 pounds of its maximum takeoff weight.,"US Airways Flight 5481, which crashed Jan. 8, was judged to be within 100 pounds of its maximum takeoff weight."
1151,4.78534922003746,5.0,"Gainer said the two staff aides are ""very sorry this all happened,"" and the security personnel had performed ""well within standards.""","The security personnel performed ``well within standards'' and the two staff aides were ``very sorry all this happened,'' Gainer said."
1152,4.3916915357112885,3.333,He also said the academy will get its own internal report next week detailing the seriousness of the remaining problem.,"The academy will get its own internal report next week and it will be made public, Rosa said."
1153,3.964056521654129,3.6,"Gartner's report said global WLAN equipment shipments reached 19.5 million last year, a 120 percent increase over 2001's 8.9 million units.","Total shipments reached 19.5 million units last year, compared with 8.9 million units in 2001."
1154,4.279242306947708,3.8,"Roy Moore, the suspended chief justice of the Alabama Supreme Court, stood accused but unrepentant Wednesday in the same courtroom he recently presided over.","Moore, the suspended chief justice of the Alabama Supreme Court, stands trial before the Alabama Court of the Judiciary."
1155,3.964546024799347,3.0,"The blue-chip Dow Jones industrial average .DJI climbed 164 points, or 1.91 percent, to 8,765.38, brushing its highest levels since mid-January.","The blue-chip Dow Jones industrial average .DJI tacked on 97 points, or 1.14 percent, to 8,699."
1156,4.567685127258301,4.25,An arrest warrant claimed Bryant assaulted the woman June 30 at a hotel.,"According to an arrest warrant, Bryant, 24, attacked a woman on June 30."
1157,4.280944764614105,3.5,FRIENDS of Robert De Niro yesterday rallied around him after he was diagnosed with prostate cancer.,"Hollywood actor Robert De Niro has been diagnosed with prostate cancer, his spokesman said today."
1158,4.24167662858963,3.2,"But JT was careful to clarify that it was ""not certain about the outcome of the discussion at this moment"".","However, we are not certain about the outcome of the discussion at this moment."
1159,4.314064979553223,2.4,"Shares of Halliburton fell 71 cents, or 3 percent, to close at $21.59 yesterday on the New York Stock Exchange.","Halliburton shares fell 54 cents, or 2.4 percent, to $21.76 a share in midday New York Stock Exchange trade."
1160,4.885472059249878,4.0,"Tail wagging, Abbey trotted on stage with Conway before a crowd of more than 10,000 attendees at PeopleSoft's annual customer conference at the Anaheim Convention Center.","On Monday, Abbey trotted on stage, tail wagging, with Conway before a crowd of 10,000 attendees at PeopleSoft's annual customer conference."
1161,4.389898180961609,4.667,"At midnight on Wednesday, 68 percent of voters said ""no"" to the tax, with 97 percent of the votes counted.","With 97 percent of precincts counted tonight, 68 percent of voters opposed the tax."
1162,4.543952643871307,3.333,Graham is expected to be nominated and elected to a second one-year term today and will deliver the presidential address.,"Later Tuesday, Graham was expected to be re-elected for a second one-year term."
1163,4.341735243797302,3.0,"These changes may affect a large number of existing Web pages, the statement continued.","Still, changes to IE ""may affect a large number of existing Web pages,"" according to the W3C's notice."
1164,4.03353214263916,3.25,"Barbini said the union may reach a compromise with the United States but it wants a system for labeling such foods, something the industry successfully fought here.","Barbini said the EU may reach a compromise but it wants a system for labeling such foods, something the industry has resisted."
1165,4.205848723649979,4.0,The blaze then spread to several surrounding structures on the property and destroyed them.,The fire spread to several surrounding structures on the property and destroyed them as deputies held back firefighters.
1166,4.4200098514556885,3.5,"Sources say agents confiscated ""several"" documents he was carrying.",Agents confiscated several classified documents in his possession and interrogated him.
1167,3.9808833599090576,2.0,"The helicopter burst into flames upon impact, according to the Mohave County Sheriff's Office.","The helicopter was owned by Las Vegas-based Sundance Helicopters Inc., according to the sheriff's office."
1168,4.789659082889557,3.6,"I am advised that certain allegations of criminal conduct have been interposed against my counsel, said Silver.","I am advised that certain allegations of criminal conduct have been interposed against my counsel, J. Michael Boxley,'' the Silver statement said. "
1169,4.2410096526145935,3.4,The new research will be published soon in the Proceedings of the National Academy of Sciences.,It will appear in the next few weeks on the Web site of the Proceedings of the National Academy of Sciences.
1170,4.633772671222687,3.5,"Two convicted killers and another inmate escaped from a state prison on a busy street Wednesday by cutting through a fence, a Corrections Department official said.",A convicted killer and two other inmates cut through two fences topped with razor wire and escaped from a state prison on a busy street.
1171,4.212091416120529,2.4,John Hickenlooper had 65 percent of the vote to 35 percent for City Auditor Don Mares.,"Hickenlooper clobbered city Auditor Don Mares, 46, in the Tuesday runoff."
1172,4.312106221914291,3.5,Young has 28 days to file a response and ask the NASD for a hearing.,"Under NASD regulations, Mr. Young can file a response and request a hearing before an NASD panel."
1173,3.940451294183731,2.8,Stocks dipped lower Tuesday as investors opted to cash in profits from Monday's big rally despite a trio of reports suggesting modest improvement in the economy.,Wall Street moved tentatively higher Tuesday as investors weighed a trio of reports showing modest economic improvement against an urge to cash in profits from Monday's big rally.
1174,4.5632413029670715,4.8,"From the start, however, the United States' declared goal was not just to topple Saddam but to stabilize Iraq and install a friendly government.",But the United States' ultimate goal was not just to topple Mr. Hussein but to stabilize the country and install a friendly government.
1175,4.383932650089264,3.0,Selenski descended down the wall and used the mattress to climb over razor wire.,"Selenski used the mattress to scale a 10-foot razor wire, Fischi said."
1176,4.555589854717255,3.4,"Common side effects include nasal congestion, runny nose, sore throat and cough, the FDA said.","The most common side effects after getting the nasal spray were nasal congestion, runny nose, sore throat and cough."
1177,4.210456758737564,3.25,"Announcing the selection, Kmart CEO Julian Day said Grey will help the retailer ""find creative ways to communicate the unique strengths of Kmart to the new America consumer.""","Together, we will find creative ways to communicate the unique strengths of Kmart to the 'new America' consumer."""
1178,4.816068857908249,4.75,Supermarket chains facing a possible grocery clerk strike this week accused union leaders Monday of breaking off contract talks prematurely over the weekend.,Supermarket chains are accusing union leaders of breaking off contract talks prematurely over the weekend as grocery clerks gear up for a possible strike.
1179,4.410523176193237,3.6,INTEL TODAY disclosed details of its next-generation XScale processor for mobile phones and handheld devices here in San Jose.,"Intel on Wednesday unveiled its next-generation processor for cell phones, PDAs, and other wireless devices."
1180,4.6920764446258545,4.2,The 6th U.S. Circuit Court of Appeals on Wednesday ruled that an Ohio law banning a controversial late-term abortion method passes constitutional muster and the state can enforce it.,"An Ohio law that bans a controversial late-term abortion procedure is constitutionally acceptable and the state can enforce it, a federal appeals court ruled yesterday."
1181,3.45201812684536,2.0,"The Nasdaq composite index advanced 20.59, or 1.3 percent, to 1,616.50, after gaining 5.7 percent last week.","The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02."
1182,4.412931948900223,3.8,"We're going to do everything in our power to get money back to ratepayers as quickly as possible, Kennedy said.","There's very strong interest in getting money back to the ratepayers as quickly as possible, Commissioner Susan Kennedy said."
1183,3.9111508429050446,1.6,The company said it would cut the wholesale price of most top-line CDs to $9.09 from $12.02.,The company also said it would cut wholesale prices on cassettes and change the suggested retail price to $8.98.
1184,4.464458525180817,3.25,Shares of Allergan fell 14 cents to close at $78.12 on the New York Stock Exchange (news - web sites).,Shares of Allergan were up 14 cents at $78.40 in late trading on the New York Stock Exchange.
1185,4.792041629552841,5.0,"The upcoming second-quarter earnings season will be particularly important in offering investors guidance, they say.",They say second-quarter earnings reports will be key in giving investors that guidance.
1186,4.4622065126895905,3.417,"That took the benchmark 10-year note US10YT=RR down 9/32, its yield rising to 3.37 percent from 3.34 percent late on Thursday.","That saw the benchmark 10-year note US10YT=RR slip 5/32 in price, taking its yield to 3.36 percent from 3.34 percent late on Thursday."
1187,4.118190556764603,2.75,The bank's shares fell 45 cents in trading yesterday to $91.51 per share.,"Shares of M&T, which is based in Buffalo, fell 41 cents, to $91.51."
1188,4.672363996505737,4.111,"In the latest violence, insurgents threw a bomb at a U.S. convoy in northern Baghdad, killing one soldier.","Early Monday, insurgents threw a homemade bomb at a U.S. convoy in northern Baghdad, killing an American soldier."
1189,4.074563831090927,3.6,"Consumer groups are against the changes, saying they hurt individuality in markets.","Consumer groups oppose the changes, saying they would concentrate too many outlets in too few media empires."
1190,4.841542840003967,3.6,"Every Thursday, a grains management committee meets in the Commission's agriculture directorate to decide the outcome of a weekly export tender.",A grains management committee normally meets each Thursday in the Commission's agriculture unit -- another target of Wednesday's raids -- to decide the outcome of a weekly export tender.
1191,4.568884968757629,4.333,"Colin Powell, the Secretary of State, said contacts with Iran would not stop.",Secretary of State Colin Powell said yesterday that contacts with Iran would continue.
1192,4.516937732696533,3.2,"Stout previously worked for General Electric subsidiary GE Capital Service Inc., where he was vice president and chief technology and information officer.","Stout comes to Sprint from GE Capital, where he served as chief technology and information officer."
1193,3.6957114934921265,2.25,"Scrimshaw, Supervisor, Best Minister and Ten Most Wanted are expected to complete the Belmont field.","Best Minister, Scrimshaw, and Ten Most Wanted all had workouts on Monday morning."
1194,4.75337028503418,4.5,"Former South African Archbishop Desmond Tutu said Sunday he did not see what ""all the fuss"" was over appointing a gay bishop, but urged homosexual clergy to remain celibate.","South Africa's Nobel laureate Archbishop Desmond Tutu says he does not understand all the fuss about appointing a gay bishop, but he has urged homosexual clergy to remain celibate."
1195,4.476466774940491,2.75,"In September, Hewlett-Packard signed a development and marketing deal with the company.",Four months later it signed a joint marketing agreement with Hewlett-Packard Co.
1196,4.181120544672012,4.0,Consumers would still have to get a descrambling security card from their cable operator to plug into the set.,"To watch pay television, consumers would insert into the set a security card provided by their cable service."
1197,4.803146421909332,3.4,"On Friday, the Concorde started up around sunrise and seemed to launch itself straight out of the rising sun.","Yesterday, the Concorde seemed to launch itself straight out of the rising sun."
1198,3.70304599404335,2.2,A Stage 1 episode is declared when ozone levels reach 0.20 parts per million.,The federal standard for ozone is 0.12 parts per million.
1199,4.181094169616699,3.25,"While waiting for a bomb squad to arrive, the bomb exploded, killing Wells.",The bomb exploded while authorities waited for a bomb squad to arrive.
1200,4.304177165031433,3.667,"It seems to me ... we're just dealing with bragging rights here, who wins and who loses, said Gammerman, who heard the case without a jury.","Leaving aside attorney fees, we're dealing with bragging rights of who wins and who loses, said Gammerman."
1201,4.864720106124878,4.75,"The American women, who are defending champions, will play in Philadelphia on Sept. 25 and conclude group competition in Columbus on Sept. 28.","The U.S. women, who are defending champions, will play on Sept. 25 in Philadelphia and conclude group competition on Sept. 28 in Columbus, Ohio."
1202,4.551859349012375,3.5,"Its maker, MedImmune Inc., based in Gaithersburg, made 4 million to 5 million doses this year.","MedImmune Vaccines, the maker of FluMist, made between 4 million and 5 million doses this year."
1203,3.343396484851837,3.0,Kaichen appeared Wednesday in federal court on two bank robbery charges.,"She appeared in federal court Wednesday, but did not enter a plea."
1204,4.281974583864212,3.25,"An incremental step reported by researchers at the University of California, San Francisco, is the latest in a decade-long effort.","The incremental step, reported by researchers at UC San Francisco, is the latest in a decade-long effort to infect mice with the virus."
1205,4.415135234594345,3.6,"Bush turned out a statement yesterday thanking the commission for its work, and said, ""Our journey into space will go on.""","Mr. Bush did not discuss this when he issued a brief statement yesterday thanking the commission for its work, and saying, ""Our journey into space will go on."""
1206,4.606816619634628,3.8,"The governor is going to Jackson, where 13 of the state's 16 fatalities were reported.","The governor is going to Jackson, where 13 people were killed."
1207,3.0278559401631355,1.0,"The broader Standard & Poor's 500 Index rose 3.42 points, or 0.34 percent, to 1,007.84.","The technology-laced Nasdaq Composite Index .IXIC was down 1.55 points, or 0.09 percent, at 1,744.91."
1208,4.637201577425003,3.333,Crews worked to install a new culvert and prepare the highway so motorists could use the eastbound lanes for travel as storm clouds threatened to dump more rain.,Crews worked to install a new culvert and repave the highway so motorists could use the eastbound lanes for travel.
1209,4.886467158794403,4.25,"Buoyed by some of the advice imparted by Nicklaus, Howell shot an 8-under 64 for a one-stroke lead over Kenny Perry.","Buoyed by advice imparted by Nicklaus, Howell shot an 8-under 64 on Thursday to enter today's round with a one-stroke lead over Kenny Perry."
1210,3.149113357067108,1.75,Net revenue rose to $3.99 billion from $3.85 billion during the same quarter last year.,That is up from $1.14 billion during the same quarter last year.
1211,4.0113866329193115,2.75,"These men ""are entitled to respect for their private lives,"" Kennedy said.",The petitioners are entitled to respect for their private lives.
1212,4.338788837194443,3.25,"The mock explosion, the first event in the drill, occurred in a car in industrial south Seattle.","The mock explosion of a radioactive ""dirty bomb,"" the first event in the weeklong drill, occurred on several acres in the south Seattle industrial area."
1213,4.3753282725811005,2.5,"The commission dropped charges that Patton improperly appointed Conner to the Kentucky Lottery Board and that he improperly appointed Conner's then-husband, Seth, to the Agriculture Development Board.","Patton also appointed Conner to the Kentucky Lottery Board and appointed Seth Conner to the Agriculture Development Board, the commission says."
1214,3.925233483314514,3.091,Aiken's study appears in the Sept. 24 issue of the Journal of the American Medical Association.,The findings appear in Wednesday's Journal of the American Medical Association.
1215,4.704246073961258,4.4,"A Merrill Lynch spokesman said ""we are pleased with the judge's decision.""","We are very pleased with the judge's decision, Merrill said yesterday."
1216,4.925805777311325,4.8,"Trans fats are created when hydrogen is added to vegetable oil, solidifying it and increasing the shelf life of certain food products.","Trans fats are created when vegetable oil has been partially hydrogenated, solidifying it and increasing the shelf life of certain products."
1217,4.970791339874268,5.0,But skeptics are concerned about the ease with which vendors can use these hardware-based security features to set digital rights management policies.,But skeptics are concerned about the ease at which these hardware-based security features could be used to set digital rights management policies by vendors.
1218,4.141770005226135,3.0,"Crohn's disease causes inflammation of the intestine and symptoms include diarrhea, pain, weight loss and tiredness.","Symptoms include chronic diarrhoea, abdominal pain, weight loss and extreme tiredness."
1219,4.276118278503418,3.2,"Authorities identified the tipster as Richard Powell, who is imprisoned for killing his landlady in 1982.",Powell is serving time in a different case -- killing his landlady in 1982.
1220,4.8915524780750275,4.4,Netanyahu set to call early vote,Israel's Netanyahu set to call early vote
1221,3.5670944303274155,1.8,"Annan, UN chief call on Security Council to act on Syria","Russia, China veto UN Security Council resolution on Syria"
1222,4.850348234176636,4.0,Green Lantern to be reintroduced as gay by DC Comics,Green Lantern to be relaunched as gay superhero
1223,3.731032609939575,1.0,Military plane crashes in south France: authorities,"Military plane crashes in southeastern Turkey, 1 dead"
1224,3.365701735019684,0.6,Saudi gas truck blast kills at least 22,Nigeria church blast kills at least 12
1225,4.8501670360565186,4.6,Coty launches $10 billion bid for rival Avon,Coty bids $10 billion for Avon
1226,4.299813956022263,1.8,Greece votes in crucial election,Greece looks set for repeat election
1227,3.1147614121437073,1.2,Iran warns Moscow nuclear talks could stall,Iranians “confess” to nuclear scientist murders
1228,4.71599280834198,4.6,Mohamed Morsi sworn in as Eygptian president,Mohamed Morsi sworn in as Egypt's President
1229,3.7280969321727753,1.4,1 person killed in sectarian clashes in Lebanon,Nine killed in Syrian-linked clashes in Lebanon
1230,3.9724108576774597,3.2,IAF strike Gaza terror hubs,IAF strikes Gaza terror cell; 1 dead
1231,4.026254117488861,2.8,US senators penalize Pakistan for jailing doctor who aided CIA,US decries Pakistan doctor's fate
1232,2.949881963431835,0.8,Syrian envoy to Cyprus defects to Qatar,Syria deploys more troops despite peace deal
1233,4.460236430168152,3.8,Dali painting stolen from gallery,Salvador Dali painting snatched from New York gallery
1234,4.687024652957916,3.8,"Annan urges end to Syria violence, minister defects",Annan urges end to Syrian violence
1235,3.496868759393692,4.2,Colorado shooting suspect was in therapy,Lawyers: Colo. shooting suspect is mentally ill
1236,3.366955518722534,1.6,Suicide bomber kills 4 near NATO's Afghan HQ,Suicide bomber kills 23 at Afghan wedding
1237,4.547732472419739,3.8,"PM in Tehran, asks NAM to take clear stand on Syria","Manmohan in Tehran, asks NAM to take a stand on Syria"
1238,2.8050677850842476,1.4,Senators can return to playoffs with victory,Messi scores 4 to send Guardiola off with victory
1239,4.2371052503585815,3.6,South Africa train crash kills at least 19,South Africa train crash kills 26
1240,3.637978434562683,1.8,Civilians Bear Brunt of Afghan Attacks,Taliban launch coordinated Afghan attacks
1241,4.288427829742432,3.8,"Russia, China veto UN resolution on Syria endorsing","Russia, China veto U.N. draft backing Arab plan for Syria (Reuters)"
1242,2.802913747727871,0.2,Syrians trade blame over blasts,Israel braces for Arab protests
1243,4.384294897317886,1.6,Israeli Leader Puts Off Evicting Settlers From Hebron House,Israeli army orders settlers out of Hebron house
1244,2.9239709675312042,0.4,Government promises action on Heathrow queues,Finance minister promises no new taxes
1245,3.7653107941150665,2.33333333333333,Egyptian president moves into Mubarak's old office,Egypt's President-Elect Morsi Starts to Form Government
1246,3.3380205929279327,0.4,Japan falls silent to mark 311 tragedy,Japan thanks Taiwan for quake aid
1247,4.065978527069092,3.6,Syrian troops kill 35 in Damascus suburb,Activists: Syrian troops kill dozens near Damascus
1248,4.080560803413391,3.4,Suspicious object found in Tel Aviv not explosive device,Police treat suspicious object at Tel Aviv bus station
1249,4.248300492763519,2.6,At least 15 killed in Nigeria church attack,At least 12 killed in Nigeria church bombing
1250,3.9826802909374237,2.2,US drone strike kills 8 militants,US drone strike kills four in NWA: officials
1251,4.16642501950264,2.6,Obama endorses same-sex marriage,Obama's delicate dance on same-sex marriage
1252,4.768316149711609,4.8,Jordan Opens First Tent Camp for Syrian Refugees,Jordan Opens First Refugee Camp for Syrians
1253,4.523067325353622,4.8,Eurozone backs Greek bailout,Eurozone agrees Greece bail-out
1254,4.744558185338974,4.8,Two blasts hit Syria capital,Two blasts rock Syrian capital
1255,4.055500775575638,2.6,Barack Obama's personal evolution on same-sex marriage,Obama backs same-sex marriage
1256,3.8079452514648438,1.6,Police disperse protest in east Sudan - witnesses,Police disperse east China chemical plant protesters
1257,3.1623873114585876,2.2,2 pro-Palestinian activists arrested at B-G Airport,Dozens of 'flytilla' activists protest at Paris airport
1258,3.1000234559178352,1.0,Spanish jobless rate soars past 25 per cent,"US jobless rate seen rising, offering Obama no relief"
1259,3.6335594952106476,1.2,Israeli PM makes case on Iran to US voters,Israel blames Iran for attacks on its diplomats
1260,4.432636797428131,3.4,Music Industry Pays Tribute to Whitney Houston,Music industry mourns Whitney Houston
1261,3.4639088809490204,0.6,Five dead in Pakistan suicide blast,Over 120 dead in Pakistan factory blaze
1262,4.187680184841156,3.2,"At CPAC, Mitt Romney Stresses Conservative Credentials",CPAC 2012: Mitt Romney Struggles to Connect with Conservative Base
1263,4.067216366529465,3.2,Glorious triple-gold night for Britain,Britain savors golden night on track
1264,3.473183363676071,1.8,Toulouse siege: Police surround flat of 'Islamic warrior' suspected of being serial killer,Toulouse shooting: France was on the highest level of security of security alert
1265,3.2247214764356613,1.2,"Wigan 3-2 Wolves: Match report, pictures & video highlights","Arsenal 0-0 Chelsea: Match report, pictures & video highlights"
1266,2.7426586486399174,1.6,UK spends £3m on foreign prisons,US spends $50m on carp invasion
1267,4.530623108148575,4.8,Lance Armstrong drops fight against doping charges,Lance Armstrong calls it quits in fight against doping charges
1268,4.260193705558777,3.6,Prince Philip hospitalised in London,"Britain's Prince Philip hospitalised, to miss jubilee"
1269,4.681399464607239,3.8,'Desperate Housewives' Actress Kathryn Joosten Dies,'Housewives' actress Kathryn Joosten dies at 72
1270,4.211134165525436,3.0,Gaza rockets lands in Ashkelon Coast area; none hurt,Rocket fired from Gaza damages home in Sderot; none hurt
1271,4.348590075969696,3.6,Egypt's Coptic Pope Shenuda III dies,Egypt prepares to bury Coptic Pope Shenuda III
1272,4.703999012708664,4.4,EU Set for New Sanctions on Iran,EU plans major new sanctions against Iran
1273,3.912614732980728,2.0,Assad meets with Red Cross officials in Syria,Assad makes Red Cross pledge
1274,3.966030329465866,2.4,Manchester United slashes price for US IPO,Manchester United Reveal Share Price Details
1275,4.1661253571510315,3.2,Soggy solstice: Stonehenge gets soaking,Summer solstice celebrated at Stonehenge despite rain
1276,4.492427706718445,3.4,ICC lawyer detained in Libya on security concerns,ICC lawyer held in Libya faces 45-day detention
1277,4.018530547618866,2.8,"Freight train derails, catches fire in Columbus, Ohio","Freight train derailment, explosion prompts evacuation"
1278,3.5422689467668533,3.2,China yuan weakens to 6.3282 against USD Monday,China's yuan weakens against USD for third day
1279,3.8384592533111572,1.8,Breivik complains of 'ridicule',Breivik: Jail term 'ridiculous'
1280,4.243519902229309,2.8,Romney rocked by secret video,Romney taped at secret donor talk
1281,4.199033975601196,3.4,Eurozone agrees to lend Spain up to $125 billion,Eurozone to lend Spain up to 100 bil. euros
1282,4.877511411905289,4.6,South Korean economic growth falls to 3-year low,S. Korean economic growth falls to near 3-year low
1283,4.873508810997009,3.8,"Russia, China Veto UN Resolution on Syria","Russia, China veto UN resolution on Syria killings"
